Semester: Fall 2023; Course: Course; Title: Title; Units: Units; Lec/Sec: Lec/Sec; Days: Days; Begin: Begin; End: End; Bldg/Room: Bldg/Room; Location: Location; Instructor(s): Instructor(s); 
Semester: Spring 2024; Course: 24782; Title: Machine Learning and Artificial Intelligence for Engineers - Project; Units: 12.0; Lec/Sec: A; Days: TR; Begin: 12:00PM; End: 01:50PM; Bldg/Room: GHC 4211; Location: Pittsburgh, Pennsylvania; Instructor(s): Kang; 
Semester: Spring 2024; Course: 24783; Title: Advanced Engineering Computation; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 03:50PM; Bldg/Room: WEH 5403; Location: Pittsburgh, Pennsylvania; Instructor(s): Yamakawa; 
Semester: Spring 2024; Course: 24784; Title: Special Topics: Trustworthy AI:; Units: 12.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 24784; Title: Special Topics: Trustworthy AI Autonomy; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 03:30PM; End: 04:50PM; Bldg/Room: PH 100; Location: Pittsburgh, Pennsylvania; Instructor(s): Zhao; 
Semester: Spring 2024; Course: 24784; Title: Special Topics: Trustworthy AI Autonomy; Units: 12.0; Lec/Sec: RW; Days: MW; Begin: 10:30PM; End: 11:50PM; Bldg/Room: TBA; Location: Kigali, Rwanda; Instructor(s): Zhao; 
Semester: Spring 2024; Course: 24787; Title: Machine Learning and Artificial Intelligence for Engineers:; Units: 12.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 24787; Title: Machine Learning and Artificial Intelligence for Engineers; Units: 12.0; Lec/Sec: Lec; Days: MW; Begin: 12:00PM; End: 01:50PM; Bldg/Room: SH 236; Location: Pittsburgh, Pennsylvania; Instructor(s): Kara; 
Semester: Spring 2024; Course: 24787; Title: Machine Learning and Artificial Intelligence for Engineers:; Units: 12.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 24787; Title: Machine Learning and Artificial Intelligence for Engineers; Units: 12.0; Lec/Sec: A; Days: F; Begin: 04:00PM; End: 04:50PM; Bldg/Room: POS 151; Location: Pittsburgh, Pennsylvania; Instructor(s): Kara; 
Semester: Spring 2024; Course: 24788; Title: Introduction to Deep Learning; Units: 6.0; Lec/Sec: A3; Days: TR; Begin: 04:00PM; End: 05:50PM; Bldg/Room: POS 152; Location: Pittsburgh, Pennsylvania; Instructor(s): Barati Farimani; 
Semester: Spring 2024; Course: 24788; Title: Introduction to Deep Learning; Units: 6.0; Lec/Sec: B3; Days: TR; Begin: 04:00PM; End: 05:50PM; Bldg/Room: GHC 4101; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Spring 2024; Course: 24789; Title: Intermediate Deep Learning for Engineers; Units: 6.0; Lec/Sec: A4; Days: TR; Begin: 04:00PM; End: 05:50PM; Bldg/Room: POS 152; Location: Pittsburgh, Pennsylvania; Instructor(s): Barati Farimani; 
Semester: Spring 2024; Course: 24790; Title: Thesis Research; Units: 3-36; Lec/Sec: A3; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hertz; 
Semester: Spring 2024; Course: 24791; Title: Graduate Seminar I; Units: 0.0; Lec/Sec: A; Days: F; Begin: 12:30PM; End: 01:50PM; Bldg/Room: SH 105; Location: Pittsburgh, Pennsylvania; Instructor(s): Hertz, Whitefoot; 
Semester: Spring 2024; Course: 24793; Title: Supervised Reading; Units: 0-99; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hertz; 
Semester: Spring 2024; Course: 24794; Title: Master of Science Research; Units: 0-99; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Brown, Hertz; 
Semester: Spring 2024; Course: 24795; Title: PhD Internship in Teaching Counterpoint; Units: 0-24; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Hertz; 
Semester: Spring 2024; Course: 24797; Title: Thesis Research; Units: 0-99; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Hertz; 
Semester: Spring 2024; Course: 24799; Title: Practicum in Mechanical Engineering; Units: 0-48; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Brown, Hertz; 
Semester: Spring 2024; Course: 24887; Title: Machine Learning & Artificial Intelligence for Engineers; Units: 12.0; Lec/Sec: A; Days: TR; Begin: 08:00PM; End: 08:50PM; Bldg/Room: CMU REMOTE; Location: Pittsburgh, Pennsylvania; Instructor(s): Kara; 
Semester: Spring 2024; Course: 24888; Title: Introduction to Deep Learning; Units: 12.0; Lec/Sec: A; Days: TR; Begin: 08:00PM; End: 08:50PM; Bldg/Room: CMU REMOTE; Location: Pittsburgh, Pennsylvania; Instructor(s): Barati Farimani; 
Semester: Spring 2024; Course: 24892; Title: Locomotion Seminar; Units: 0.0; Lec/Sec: A; Days: F; Begin: 02:00PM; End: 03:20PM; Bldg/Room: WEH 4623; Location: Pittsburgh, Pennsylvania; Instructor(s): Johnson; 
Semester: Spring 2024; Course: 24992; Title: Professional Development for PhD students II; Units: 2.0; Lec/Sec: A; Days: F; Begin: 11:00AM; End: 12:20PM; Bldg/Room: SH 234; Location: Pittsburgh, Pennsylvania; Instructor(s): Wolfe; 
Semester: Spring 2024; Course: Medical Management:Sch of Pub Pol & Mgt; Title: Professional Development for PhD students II; Units: 2.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; Instructor(s): ; 
Semester: Spring 2024; Course: 92814; Title: Evidence-Based Management; Units: 4.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Rousseau; 
Semester: Spring 2024; Course: 92848; Title: Organizational Ethics; Units: 4.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Apple; 
Semester: Spring 2024; Course: 92868; Title: Digital Innovation and AI; Units: 4.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Rao; 
Semester: Spring 2024; Course: 92879; Title: Digital Transformation; Units: 8.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Dean, Lightman, Badlani; 
Semester: Spring 2024; Course: 92880; Title: Organizational Management: Power & Influence; Units: 4.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Instructor TBA; 
Semester: Spring 2024; Course: 92886; Title: Negotiation and Conflict Resolution; Units: 4.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Shea; 
Semester: Spring 2024; Course: 92891; Title: Health Policy; Units: 4.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Dausey; 
Semester: Spring 2024; Course: 92891; Title: Health Policy; Units: 4.0; Lec/Sec: B; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Dausey; 
Semester: Spring 2024; Course: 92892; Title: Enterprise Data Analytics; Units: 4.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Kurland; 
Semester: Spring 2024; Course: 92893; Title: Managing Mergers, Alliances and Divestitures; Units: 4.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Synnott; 
Semester: Spring 2024; Course: 92894; Title: Health Law; Units: 4.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Casale; 
Semester: Spring 2024; Course: 92897; Title: Health Care Quality; Units: 4.0; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Block; 
Semester: Spring 2024; Course: Modern Languages; Title: Health Care Quality; Units: 4.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; Instructor(s): ; 
Semester: Spring 2024; Course: 82101; Title: Elementary French I; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: PH 225B; Location: Pittsburgh, Pennsylvania; Instructor(s): Hoogstaden; 
Semester: Spring 2024; Course: 82101; Title: Elementary French I; Units: 12.0; Lec/Sec: B; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: PH A19; Location: Pittsburgh, Pennsylvania; Instructor(s): Niang; 
Semester: Spring 2024; Course: 82102; Title: Elementary French II; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 03:20PM; Bldg/Room: DH 1209; Location: Pittsburgh, Pennsylvania; Instructor(s): Hoogstaden; 
Semester: Spring 2024; Course: 82103; Title: Elementary French I Online; Units: 12.0; Lec/Sec: A; Days: M; Begin: 04:30PM; End: 05:50PM; Bldg/Room: WEH 6403; Location: Pittsburgh, Pennsylvania; Instructor(s): Meyer; 
Semester: Spring 2024; Course: 82103; Title: Elementary French I Online; Units: 12.0; Lec/Sec: W; Days: U; Begin: 10:00AM; End: 11:15AM; Bldg/Room: CMB 2052; Location: Doha, Qatar; Instructor(s): Moufid; 
Semester: Spring 2024; Course: 82104; Title: Elementary French II Online; Units: 12.0; Lec/Sec: W; Days: U; Begin: 11:30AM; End: 12:45PM; Bldg/Room: CMB 2052; Location: Doha, Qatar; Instructor(s): Moufid; 
Semester: Spring 2024; Course: 82112; Title: Elementary Arabic II; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 03:20PM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Abraham; 
Semester: Spring 2024; Course: 82112; Title: Elementary Arabic II; Units: 12.0; Lec/Sec: ; Days: F; Begin: 09:00AM; End: 09:50AM; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; 
Semester: Spring 2024; Course: 82113; Title: Elementary Arabic 1 Online; Units: 9.0; Lec/Sec: A; Days: M; Begin: 03:30PM; End: 04:50PM; Bldg/Room: DH 1209; Location: Pittsburgh, Pennsylvania; Instructor(s): Abraham; 
Semester: Spring 2024; Course: 82114; Title: Arabic for Global Exchange Online; Units: 6.0; Lec/Sec: A4; Days: R; Begin: 03:30PM; End: 04:50PM; Bldg/Room: PH A19C; Location: Pittsburgh, Pennsylvania; Instructor(s): Al Masaeed; 
Semester: Spring 2024; Course: 82119; Title: Arabic Calligraphy Culture & Skills; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: POS 145; Location: Pittsburgh, Pennsylvania; Instructor(s): Pullman; 
Semester: Spring 2024; Course: 82119; Title: Arabic Calligraphy Culture & Skills; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 05:00PM; End: 06:20PM; Bldg/Room: POS 145; Location: Pittsburgh, Pennsylvania; Instructor(s): Pullman; 
Semester: Spring 2024; Course: 82121; Title: Elementary German I; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: PH A21; Location: Pittsburgh, Pennsylvania; Instructor(s): Wells; 
Semester: Spring 2024; Course: 82121; Title: Elementary German I; Units: 12.0; Lec/Sec: ; Days: F; Begin: 11:00AM; End: 11:50AM; Bldg/Room: PH A21; Location: Pittsburgh, Pennsylvania; 
Semester: Spring 2024; Course: 82122; Title: Elementary German II; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: PH A21; Location: Pittsburgh, Pennsylvania; Instructor(s): Wells; 
Semester: Spring 2024; Course: 82122; Title: Elementary German II; Units: 12.0; Lec/Sec: ; Days: F; Begin: 10:00AM; End: 10:50AM; Bldg/Room: PH A21; Location: Pittsburgh, Pennsylvania; 
Semester: Spring 2024; Course: 82131; Title: Elementary Chinese I; Units: 12.0; Lec/Sec: A; Days: MWF; Begin: 09:00AM; End: 09:50AM; Bldg/Room: PH A20A; Location: Pittsburgh, Pennsylvania; Instructor(s): Su; 
Semester: Spring 2024; Course: 82131; Title: Elementary Chinese I; Units: 12.0; Lec/Sec: B; Days: MWF; Begin: 10:00AM; End: 10:50AM; Bldg/Room: PH A19A; Location: Pittsburgh, Pennsylvania; Instructor(s): Su; 
Semester: Spring 2024; Course: 82132; Title: Elementary Chinese II; Units: 12.0; Lec/Sec: A; Days: TRF; Begin: 04:00PM; End: 04:50PM; Bldg/Room: PH A21A; Location: Pittsburgh, Pennsylvania; Instructor(s): Li; 
Semester: Spring 2024; Course: 82133; Title: Elementary Chinese Online I; Units: 12.0; Lec/Sec: A; Days: M; Begin: 05:00PM; End: 06:20PM; Bldg/Room: WEH 6423; Location: Pittsburgh, Pennsylvania; Instructor(s): Zhang; 
Semester: Spring 2024; Course: 82135; Title: Cultural Roots: Chinese Language & Culture for Heritage Learners; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: PH A21A; Location: Pittsburgh, Pennsylvania; Instructor(s): Bramlett; 
Semester: Spring 2024; Course: 82137; Title: Chinese Calligraphy: Culture and Skills; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: POS 145; Location: Pittsburgh, Pennsylvania; Instructor(s): Wang; 
Semester: Spring 2024; Course: 82137; Title: Chinese Calligraphy: Culture and Skills; Units: 9.0; Lec/Sec: B; Days: MW; Begin: 05:00PM; End: 06:20PM; Bldg/Room: WEH 5421; Location: Pittsburgh, Pennsylvania; Instructor(s): Wang; 
Semester: Spring 2024; Course: 82137; Title: Chinese Calligraphy: Culture and Skills; Units: 9.0; Lec/Sec: C; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: POS 145; Location: Pittsburgh, Pennsylvania; Instructor(s): Yao; 
Semester: Spring 2024; Course: 82137; Title: Chinese Calligraphy: Culture and Skills; Units: 9.0; Lec/Sec: D; Days: TR; Begin: 11:00AM; End: 12:20PM; Bldg/Room: POS 145; Location: Pittsburgh, Pennsylvania; Instructor(s): Sun; 
Semester: Spring 2024; Course: 82137; Title: Chinese Calligraphy: Culture and Skills; Units: 9.0; Lec/Sec: E; Days: MW; Begin: 05:00PM; End: 06:20PM; Bldg/Room: POS 145; Location: Pittsburgh, Pennsylvania; Instructor(s): Tang; 
Semester: Spring 2024; Course: 82139; Title: Chinese Language, Culture and Society:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 82139; Title: Chinese Through Cultural Practices & Community; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: POS 147; Location: Pittsburgh, Pennsylvania; Instructor(s): Wu; 
Semester: Spring 2024; Course: 82139; Title: Chinese Through Cultural Practices & Community; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 05:00PM; End: 06:20PM; Bldg/Room: POS 147; Location: Pittsburgh, Pennsylvania; Instructor(s): Wu; 
Semester: Spring 2024; Course: 82141; Title: Elementary Spanish I; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: WEH 8427; Location: Pittsburgh, Pennsylvania; Instructor(s): Estrada; 
Semester: Spring 2024; Course: 82141; Title: Elementary Spanish I; Units: 12.0; Lec/Sec: ; Days: F; Begin: 01:00PM; End: 01:50PM; Bldg/Room: WEH 8427; Location: Pittsburgh, Pennsylvania; 
Semester: Spring 2024; Course: 82141; Title: Elementary Spanish I; Units: 12.0; Lec/Sec: W; Days: UTR; Begin: 02:30PM; End: 03:20PM; Bldg/Room: CMB 3044; Location: Doha, Qatar; Instructor(s): Helin; 
Semester: Spring 2024; Course: 82142; Title: Elementary Spanish II; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: PH 226A; Location: Pittsburgh, Pennsylvania; Instructor(s): Dollard; 
Semester: Spring 2024; Course: 82142; Title: Elementary Spanish II; Units: 12.0; Lec/Sec: ; Days: F; Begin: 01:00PM; End: 01:50PM; Bldg/Room: WEH 4707; Location: Pittsburgh, Pennsylvania; 
Semester: Spring 2024; Course: 82142; Title: Elementary Spanish II; Units: 12.0; Lec/Sec: W; Days: UMTR; Begin: 11:30AM; End: 12:20PM; Bldg/Room: CMB 2051; Location: Doha, Qatar; Instructor(s): Helin; 
Semester: Spring 2024; Course: 82151; Title: Elementary Korean I; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 03:30PM; End: 04:50PM; Bldg/Room: PH 225B; Location: Pittsburgh, Pennsylvania; Instructor(s): Tusmagambet; 
Semester: Spring 2024; Course: 82151; Title: Elementary Korean I; Units: 12.0; Lec/Sec: ; Days: F; Begin: 04:00PM; End: 04:50PM; Bldg/Room: PH 225B; Location: Pittsburgh, Pennsylvania; 
Semester: Spring 2024; Course: 82152; Title: Elementary Korean II; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: PH 126A; Location: Pittsburgh, Pennsylvania; Instructor(s): Renfroe; 
Semester: Spring 2024; Course: 82152; Title: Elementary Korean II; Units: 12.0; Lec/Sec: ; Days: F; Begin: 11:00AM; End: 11:50AM; Bldg/Room: PH 126A; Location: Pittsburgh, Pennsylvania; 
Semester: Spring 2024; Course: 82162; Title: Elementary Italian II; Units: 12.0; Lec/Sec: B; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: PH A19D; Location: Pittsburgh, Pennsylvania; Instructor(s): Delfini; 
Semester: Spring 2024; Course: 82162; Title: Elementary Italian II; Units: 12.0; Lec/Sec: ; Days: F; Begin: 10:00AM; End: 10:50AM; Bldg/Room: PH A19D; Location: Pittsburgh, Pennsylvania; 
Semester: Spring 2024; Course: 82171; Title: Elementary Japanese I; Units: 12.0; Lec/Sec: A; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: WEH 6423; Location: Pittsburgh, Pennsylvania; Instructor(s): Yamakawa; 
Semester: Spring 2024; Course: 82172; Title: Elementary Japanese II; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: DH 2105; Location: Pittsburgh, Pennsylvania; Instructor(s): Zhan; 
Semester: Spring 2024; Course: 82172; Title: Elementary Japanese II; Units: 12.0; Lec/Sec: B; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: PH A19D; Location: Pittsburgh, Pennsylvania; Instructor(s): Zhan; 
Semester: Spring 2024; Course: 82173; Title: Introduction to Japanese I; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: WEH 8427; Location: Pittsburgh, Pennsylvania; Instructor(s): Iwasaki; 
Semester: Spring 2024; Course: 82174; Title: Introduction to Japanese II; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 03:30PM; End: 04:50PM; Bldg/Room: PH 125C; Location: Pittsburgh, Pennsylvania; Instructor(s): Zhan; 
Semester: Spring 2024; Course: 82181; Title: Classical Latin: Rome's Cultural and Linguistic Legacy; Units: VAR; Lec/Sec: A; Days: MWF; Begin: 03:00PM; End: 03:50PM; Bldg/Room: TEP 1309; Location: Pittsburgh, Pennsylvania; Instructor(s): Stimson; 
Semester: Spring 2024; Course: 82183; Title: AI for Humanities: The Multi-dimensions of World Languages, Arts, and Cultures:; Units: 9.0; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 82183; Title: The Multi-dimensions of World Languages, Arts, and Culture; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: POS 343; Location: Pittsburgh, Pennsylvania; Instructor(s): Su; 
Semester: Spring 2024; Course: 82192; Title: Elementary Russian II; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: PH A21A; Location: Pittsburgh, Pennsylvania; Instructor(s): Soyan; 
Semester: Spring 2024; Course: 82192; Title: Elementary Russian II; Units: 12.0; Lec/Sec: ; Days: F; Begin: 10:00AM; End: 10:50AM; Bldg/Room: PH A21A; Location: Pittsburgh, Pennsylvania; 
Semester: Spring 2024; Course: 82198; Title: Research Training: Modern Languages:; Units: 3,6,9,12; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 82198; Title: Latin American Comics Archive; Units: 3,6,9,12; Lec/Sec: A; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Gomez; 
Semester: Spring 2024; Course: 82198; Title: Research Training: Modern Languages:; Units: 3,6,9,12; Lec/Sec: ; Days: ; Begin: ; End: ; Bldg/Room: ; Location: ; 
Semester: Spring 2024; Course: 82198; Title: The Language of Pain; Units: 3,6,9,12; Lec/Sec: B; Days: TBA; Begin: ; End: ; Bldg/Room: TBA; Location: Pittsburgh, Pennsylvania; Instructor(s): Wiener; 
Semester: Spring 2024; Course: 82198; Title: The Language of Pain; Units: 3,6,9,12; Lec/Sec: C; Days: TBA; Begin: ; End: ; Bldg/Room: DNM DNM; Location: Pittsburgh, Pennsylvania; Instructor(s): Fujinaga-Gordon; 
Semester: Spring 2024; Course: 82201; Title: Intermediate French I; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: WEH 5320; Location: Pittsburgh, Pennsylvania; Instructor(s): Hoogstaden; 
Semester: Spring 2024; Course: 82201; Title: Intermediate French I; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 11:30AM; End: 12:45PM; Bldg/Room: CMB 3204; Location: Doha, Qatar; Instructor(s): Moufid; 
Semester: Spring 2024; Course: 82202; Title: Intermediate French II; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: DH 1209; Location: Pittsburgh, Pennsylvania; Instructor(s): Youngs; 
Semester: Spring 2024; Course: 82202; Title: Intermediate French II; Units: 9.0; Lec/Sec: W; Days: MW; Begin: 11:30AM; End: 12:45PM; Bldg/Room: TBA; Location: Doha, Qatar; Instructor(s): Moufid; 
Semester: Spring 2024; Course: 82208; Title: Eastern Europe: Society and Culture; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 03:20PM; Bldg/Room: POS 343; Location: Pittsburgh, Pennsylvania; Instructor(s): Kats; 
Semester: Spring 2024; Course: 82212; Title: Intermediate Arabic II; Units: 12.0; Lec/Sec: A; Days: TR; Begin: 11:00AM; End: 12:20PM; Bldg/Room: POS 235; Location: Pittsburgh, Pennsylvania; Instructor(s): Al Masaeed; 
Semester: Spring 2024; Course: 82212; Title: Intermediate Arabic II; Units: 12.0; Lec/Sec: ; Days: F; Begin: 10:00AM; End: 10:50AM; Bldg/Room: POS 235; Location: Pittsburgh, Pennsylvania; 
Semester: Spring 2024; Course: 82215; Title: Arab Culture Through Dialogues, Film, and Literature; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 12:30PM; End: 01:50PM; Bldg/Room: WEH 6423; Location: Pittsburgh, Pennsylvania; Instructor(s): Abraham; 
Semester: Spring 2024; Course: 82221; Title: Intermediate German I; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: WEH 5316; Location: Pittsburgh, Pennsylvania; Instructor(s): Wells; 
Semester: Spring 2024; Course: 82222; Title: Intermediate German II; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 12:30PM; End: 01:50PM; Bldg/Room: WEH 5316; Location: Pittsburgh, Pennsylvania; Instructor(s): Wells; 
Semester: Spring 2024; Course: 82224; Title: The Holocaust in History & Culture; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 03:30PM; End: 04:50PM; Bldg/Room: WEH 5310; Location: Pittsburgh, Pennsylvania; Instructor(s): Brockmann, Harsch; 
Semester: Spring 2024; Course: 82231; Title: Intermediate Chinese I; Units: 12.0; Lec/Sec: A; Days: TRF; Begin: 04:00PM; End: 04:50PM; Bldg/Room: DH 1209; Location: Pittsburgh, Pennsylvania; Instructor(s): Zhang; 
Semester: Spring 2024; Course: 82232; Title: Intermediate Chinese II; Units: 12.0; Lec/Sec: A; Days: TRF; Begin: 01:00PM; End: 01:50PM; Bldg/Room: WEH 5304; Location: Pittsburgh, Pennsylvania; Instructor(s): Yao; 
Semester: Spring 2024; Course: 82237; Title: Interdisciplinary Exploration: Chinese Mythology and Animation Creation; Units: 9.0; Lec/Sec: A; Days: MW; Begin: 02:00PM; End: 03:20PM; Bldg/Room: TEP 1024; Location: Pittsburgh, Pennsylvania; Instructor(s): Liu, DeYoung; 
Semester: Spring 2024; Course: 82241; Title: Intermediate Spanish I; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: PH A19D; Location: Pittsburgh, Pennsylvania; Instructor(s): Gomez; 
Semester: Spring 2024; Course: 82242; Title: Intermediate Spanish II; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 02:00PM; End: 03:20PM; Bldg/Room: DH 1117; Location: Pittsburgh, Pennsylvania; Instructor(s): Tardio; 
Semester: Spring 2024; Course: 82242; Title: Intermediate Spanish II; Units: 9.0; Lec/Sec: W; Days: UTR; Begin: 10:00AM; End: 10:50AM; Bldg/Room: CMB 3204; Location: Doha, Qatar; Instructor(s): Helin; 
Semester: Spring 2024; Course: 82265; Title: Third Cinema: People, Language, and Culture in Documentary Storytelling; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 09:30AM; End: 10:50AM; Bldg/Room: TEP 1024; Location: Pittsburgh, Pennsylvania; Instructor(s): Caspar, Skibba; 
Semester: Spring 2024; Course: 82271; Title: Intermediate Japanese I; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 09:30AM; End: 10:50AM; Bldg/Room: WEH 4707; Location: Pittsburgh, Pennsylvania; Instructor(s): Fujinaga-Gordon; 
Semester: Spring 2024; Course: 82272; Title: Intermediate Japanese II; Units: 12.0; Lec/Sec: A; Days: MW; Begin: 11:00AM; End: 12:20PM; Bldg/Room: WEH 4707; Location: Pittsburgh, Pennsylvania; Instructor(s): Fujinaga-Gordon; 
Semester: Spring 2024; Course: 82273; Title: Introduction to Japanese Language and Culture; Units: 9.0; Lec/Sec: A; Days: TR; Begin: 08:00AM; End: 09:20AM; Bldg/Room: WEH 5310; Location: Pittsburgh, Pennsylvania; Instructor(s): Litt; 
Semester: Spring 2024; Course: 82273; Title: Introduction to Japanese Language and Culture; Units: 9.0; Lec/Sec: B; Days: TR; Begin: 11:00AM; End: 12:20PM; Bldg/Room: WEH 5310; Location: Pittsburgh, Pennsylvania; Instructor(s): Litt; 
Semester: Spring 2024; Course: 82277; Title: Tutoring for Community Outreach; Units: VAR; Lec/Sec: W; Days: U; Begin: 04:00PM; End: 05:15PM; Bldg/Room: CMB 2049; Location: Doha, Qatar; Instructor(s): Helin; 
